page_key,doc_id,pdf_page_number,source_family_id,target_fault_classes,target_evidence_roles,max_retrieval_score
MP003:62,MP003,62,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,21.0616
MP005:21,MP005,21,DESMI,mechanical_seal_failure;cavitation,cause_or_mechanism;inspection;maintenance;symptom,21.0
MP005:22,MP005,22,DESMI,cavitation,symptom;inspection;maintenance,21.0
MP005:24,MP005,24,DESMI,cavitation,symptom;inspection;maintenance,21.0
MP019:11,MP019,11,ABB,bearing_or_lubrication_failure;hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,21.0
MP019:8,MP019,8,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,21.0
MP016:11,MP016,11,XYLEM__JABSCO,cavitation,maintenance;symptom;cause_or_mechanism,20.9241
MP004:23,MP004,23,DESMI,impeller_or_wear_part_damage,cause_or_mechanism,20.8072
MP018:2,MP018,2,PATTERSON_PUMP,cavitation,maintenance;inspection;symptom,20.7619
MP001:102,MP001,102,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,20.7452
MP003:891,MP003,891,ABS,cavitation,symptom;inspection;maintenance,20.7271
MP003:895,MP003,895,ABS,cavitation,symptom;inspection;maintenance,20.7271
MP003:860,MP003,860,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,20.653
MP003:866,MP003,866,ABS,motor_electrical_drive_failure,symptom;cause_or_mechanism;inspection,20.653
MP020:14,MP020,14,INDICOR__CORNELL_PUMP,pump_motor_misalignment,maintenance;inspection,20.5
MP020:16,MP020,16,INDICOR__CORNELL_PUMP,pump_motor_misalignment;air_ingress_or_loss_of_prime,maintenance;inspection;cause_or_mechanism,20.5
MP001:47,MP001,47,ABS,pump_motor_misalignment,inspection;symptom;maintenance;cause_or_mechanism,20.4312
MP001:29,MP001,29,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,20.3618
MP005:143,MP005,143,DESMI,bearing_or_lubrication_failure,maintenance;inspection,20.2791
MP003:380,MP003,380,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,20.25
MP005:151,MP005,151,DESMI,bearing_or_lubrication_failure,maintenance;inspection,20.2175
MP003:605,MP003,605,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,20.1548
MP003:611,MP003,611,ABS,hydraulic_blockage,symptom;cause_or_mechanism;maintenance;inspection,20.1548
MP001:49,MP001,49,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,20.0721
MP003:61,MP003,61,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,20.0616
MP003:63,MP003,63,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,20.0616
MP004:22,MP004,22,DESMI,impeller_or_wear_part_damage,cause_or_mechanism,20.0
MP005:25,MP005,25,DESMI,cavitation,symptom;inspection;maintenance,20.0
MP019:7,MP019,7,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,20.0
MP019:9,MP019,9,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,20.0
MP018:1,MP018,1,PATTERSON_PUMP,cavitation,maintenance;inspection;symptom,19.7619
MP018:3,MP018,3,PATTERSON_PUMP,cavitation,maintenance;inspection;symptom,19.7619
MP001:101,MP001,101,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,19.7452
MP001:103,MP001,103,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,19.7452
MP003:890,MP003,890,ABS,cavitation,symptom;inspection;maintenance,19.7271
MP003:896,MP003,896,ABS,cavitation,symptom;inspection;maintenance,19.7271
MP020:13,MP020,13,INDICOR__CORNELL_PUMP,pump_motor_misalignment,maintenance;inspection,19.5
MP020:17,MP020,17,INDICOR__CORNELL_PUMP,pump_motor_misalignment;air_ingress_or_loss_of_prime,maintenance;inspection;cause_or_mechanism,19.5
MP001:46,MP001,46,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,19.4312
MP001:28,MP001,28,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,19.3618
MP001:30,MP001,30,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,19.3618
MP005:142,MP005,142,DESMI,bearing_or_lubrication_failure,maintenance;inspection,19.2791
MP003:379,MP003,379,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,19.25
MP003:381,MP003,381,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,19.25
MP005:152,MP005,152,DESMI,bearing_or_lubrication_failure,maintenance;inspection,19.2175
MP003:612,MP003,612,ABS,hydraulic_blockage,maintenance;symptom;cause_or_mechanism;inspection,19.1548
MP001:50,MP001,50,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,19.0721
MP003:60,MP003,60,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,19.0616
MP003:64,MP003,64,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,19.0616
MP005:26,MP005,26,DESMI,cavitation,symptom;inspection;maintenance,19.0
MP019:10,MP019,10,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,19.0
MP019:6,MP019,6,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,19.0
MP001:100,MP001,100,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,18.7452
MP001:104,MP001,104,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,18.7452
MP020:18,MP020,18,INDICOR__CORNELL_PUMP,pump_motor_misalignment;air_ingress_or_loss_of_prime,maintenance;inspection;cause_or_mechanism,18.5
MP001:45,MP001,45,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,18.4312
MP001:27,MP001,27,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,18.3618
MP001:31,MP001,31,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,18.3618
MP003:378,MP003,378,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,18.25
MP003:382,MP003,382,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,18.25
MP001:51,MP001,51,ABS,pump_motor_misalignment,symptom;inspection;cause_or_mechanism;maintenance,18.0721
MP003:59,MP003,59,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,18.0616
MP003:65,MP003,65,ABS,hydraulic_blockage,inspection;maintenance;symptom;cause_or_mechanism,18.0616
MP003:573,MP003,573,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,18.0
MP004:20,MP004,20,DESMI,impeller_or_wear_part_damage,cause_or_mechanism,18.0
MP019:5,MP019,5,ABB,bearing_or_lubrication_failure,inspection;maintenance;cause_or_mechanism;symptom,18.0
MP001:105,MP001,105,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,17.7452
MP001:99,MP001,99,ABS,pump_motor_misalignment,inspection;cause_or_mechanism;symptom,17.7452
MP001:44,MP001,44,ABS,pump_motor_misalignment,inspection;symptom;maintenance;cause_or_mechanism,17.4312
MP001:26,MP001,26,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,17.3618
MP001:32,MP001,32,ABS,bearing_or_lubrication_failure,symptom;inspection;maintenance;cause_or_mechanism,17.3618
MP003:377,MP003,377,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,17.25
MP003:383,MP003,383,ABS,hydraulic_blockage,inspection;maintenance;cause_or_mechanism,17.25
MP003:572,MP003,572,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,17.0
MP003:574,MP003,574,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,17.0
MP004:19,MP004,19,DESMI,impeller_or_wear_part_damage,cause_or_mechanism,17.0
MP003:571,MP003,571,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,16.0
MP003:575,MP003,575,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,16.0
MP020:19,MP020,19,INDICOR__CORNELL_PUMP,air_ingress_or_loss_of_prime,cause_or_mechanism;inspection;maintenance,15.5
MP003:570,MP003,570,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,15.0
MP003:576,MP003,576,ABS,pipe_or_valve_integrity_failure,maintenance;inspection;symptom,15.0
MP015:110,MP015,110,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,15.0
MP015:109,MP015,109,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,14.0
MP015:111,MP015,111,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,14.0
MP003:669,MP003,669,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,13.039
MP015:108,MP015,108,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,13.0
MP003:668,MP003,668,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,12.039
MP003:670,MP003,670,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,12.039
MP015:107,MP015,107,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,12.0
MP015:113,MP015,113,SPX_FLOW__JOHNSON_PUMP,impeller_or_wear_part_damage,maintenance;cause_or_mechanism;inspection,12.0
MP003:667,MP003,667,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,11.039
MP003:671,MP003,671,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,11.039
MP003:666,MP003,666,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,10.039
MP003:672,MP003,672,ABS,hydraulic_blockage,cause_or_mechanism;maintenance,10.039
